arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem-size,mem-type,mem_clock,num-cpus,PS,runtime
ARM_QcomSnpS4_APQ8084_LPDDR2800_4GB,2.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR2,800,4,2000,1120
ARM_QcomSnpS4_APQ8084_LPDDR2800_6GB,2.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR2,800,4,2000,1120
ARM_QcomSnpS4_APQ8084_LPDDR2800_7GB,2.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR2,800,4,2000,1120
ARM_QcomSnpS4_MSM8992_LPDDR2933_2GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,2,LPDDR2,933,6,2000,1434
ARM_QcomSnpS4_MSM8992_LPDDR2933_3GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,3,LPDDR2,933,6,2000,1434
ARM_QcomSnpS4_MSM8992_LPDDR2933_4GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,4,LPDDR2,933,6,2000,1434
ARM_QcomSnpS4_MSM8992_LPDDR2933_6GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,6,LPDDR2,933,6,2000,1434
ARM_QcomSnpS4_MSM8992_LPDDR2933_7GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,7,LPDDR2,933,6,2000,1434
ARM_QcomSnpS4_MSM8994_LPDDR31600_2GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,2,LPDDR3,1600,8,2000,1207
ARM_QcomSnpS4_MSM8994_LPDDR31600_3GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,3,LPDDR3,1600,8,2000,1207
ARM_QcomSnpS4_MSM8994_LPDDR31600_4GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,4,LPDDR3,1600,8,2000,1207
ARM_QcomSnpS4_MSM8994_LPDDR31600_6GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,6,LPDDR3,1600,8,2000,1207
ARM_QcomSnpS4_MSM8994_LPDDR31600_7GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,7,LPDDR3,1600,8,2000,1207
ARM_QcomSnpS4_MSM8996_LPDDR31866_2GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,2,LPDDR3,1866,4,2000,1507
ARM_QcomSnpS4_MSM8996_LPDDR31866_3GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,3,LPDDR3,1866,4,2000,1507
ARM_QcomSnpS4_MSM8996_LPDDR31866_4GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR3,1866,4,2000,1507
ARM_QcomSnpS4_MSM8996_LPDDR31866_6GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR3,1866,4,2000,1507
ARM_QcomSnpS4_MSM8996_LPDDR31866_7GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR3,1866,4,2000,1507
ARM_AppleA10_APL1W24_LPDDR31600_2GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,2,LPDDR3,1600,4,2000,876
ARM_AppleA10_APL1W24_LPDDR31600_3GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,3,LPDDR3,1600,4,2000,876
ARM_AppleA10_APL1W24_LPDDR31600_4GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,4,LPDDR3,1600,4,2000,876
ARM_AppleA10_APL1W24_LPDDR31600_6GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,6,LPDDR3,1600,4,2000,876
ARM_AppleA10_APL1W24_LPDDR31600_7GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,7,LPDDR3,1600,4,2000,876
ARM_AppleA9_APL0898_LPDDR31600_2GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,2,LPDDR3,1600,2,2000,1050
ARM_AppleA9_APL0898_LPDDR31600_3GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,3,LPDDR3,1600,2,2000,1050
ARM_AppleA9_APL0898_LPDDR31600_4GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,4,LPDDR3,1600,2,2000,1050
ARM_AppleA9_APL0898_LPDDR31600_6GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,6,LPDDR3,1600,2,2000,1050
ARM_AppleA9_APL0898_LPDDR31600_7GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,7,LPDDR3,1600,2,2000,1050
ARM_AppleA8X_APL1012_LPDDR31600_2GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,2,LPDDR3,1600,3,2000,1250
ARM_AppleA8X_APL1012_LPDDR31600_3GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,3,LPDDR3,1600,3,2000,1250
ARM_AppleA8X_APL1012_LPDDR31600_4GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,4,LPDDR3,1600,3,2000,1250
ARM_AppleA8X_APL1012_LPDDR31600_6GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,6,LPDDR3,1600,3,2000,1250
ARM_AppleA8X_APL1012_LPDDR31600_7GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,7,LPDDR3,1600,3,2000,1250
ARM_AppleA8_APL1011_LPDDR31600_2GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,2,LPDDR3,1600,2,2000,1612
ARM_AppleA8_APL1011_LPDDR31600_3GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,3,LPDDR3,1600,2,2000,1612
ARM_AppleA8_APL1011_LPDDR31600_4GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,4,LPDDR3,1600,2,2000,1612
ARM_AppleA8_APL1011_LPDDR31600_6GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,6,LPDDR3,1600,2,2000,1612
ARM_AppleA8_APL1011_LPDDR31600_7GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,7,LPDDR3,1600,2,2000,1612
ARM_AppleA7_APL0698_LPDDR31600_2GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,2,LPDDR3,1600,2,2000,1399
ARM_AppleA7_APL0698_LPDDR31600_3GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,3,LPDDR3,1600,2,2000,1399
ARM_AppleA7_APL0698_LPDDR31600_4GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,4,LPDDR3,1600,2,2000,1399
ARM_AppleA7_APL0698_LPDDR31600_6GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,6,LPDDR3,1600,2,2000,1399
ARM_AppleA7_APL0698_LPDDR31600_7GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,7,LPDDR3,1600,2,2000,1399
ARM_AppleA6_APL0598_LPDDR21066_2GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,2,LPDDR2,1066,2,2000,1475
ARM_AppleA6_APL0598_LPDDR21066_3GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,3,LPDDR2,1066,2,2000,1475
ARM_AppleA6_APL0598_LPDDR21066_4GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,4,LPDDR2,1066,2,2000,1475
ARM_AppleA6_APL0598_LPDDR21066_6GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,6,LPDDR2,1066,2,2000,1475
ARM_AppleA6_APL0598_LPDDR21066_7GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,7,LPDDR2,1066,2,2000,1475
ARM_AppleA5_APL7498_LPDDR2800_2GB,1,ARM,8,64,1,32,8,64,1,1024,16,64,1,1,2,LPDDR2,800,1,2000,1828
ARM_AppleA5_APL7498_LPDDR2800_3GB,1,ARM,8,64,1,32,8,64,1,1024,16,64,1,1,3,LPDDR2,800,1,2000,1828
ARM_AppleA5_APL7498_LPDDR2800_4GB,1,ARM,8,64,1,32,8,64,1,1024,16,64,1,1,4,LPDDR2,800,1,2000,1828
ARM_AppleA5_APL7498_LPDDR2800_6GB,1,ARM,8,64,1,32,8,64,1,1024,16,64,1,1,6,LPDDR2,800,1,2000,1828
ARM_AppleA5_APL7498_LPDDR2800_7GB,1,ARM,8,64,1,32,8,64,1,1024,16,64,1,1,7,LPDDR2,800,1,2000,1828
ARM_AppleA4_APL0398_LPDDR2400_2GB,1,ARM,8,64,1,32,8,64,1,512,16,64,1,1,2,LPDDR2,400,1,2000,1828
ARM_AppleA4_APL0398_LPDDR2400_3GB,1,ARM,8,64,1,32,8,64,1,512,16,64,1,1,3,LPDDR2,400,1,2000,1828
ARM_AppleA4_APL0398_LPDDR2400_4GB,1,ARM,8,64,1,32,8,64,1,512,16,64,1,1,4,LPDDR2,400,1,2000,1828
ARM_AppleA4_APL0398_LPDDR2400_6GB,1,ARM,8,64,1,32,8,64,1,512,16,64,1,1,6,LPDDR2,400,1,2000,1828
ARM_AppleA4_APL0398_LPDDR2400_7GB,1,ARM,8,64,1,32,8,64,1,512,16,64,1,1,7,LPDDR2,400,1,2000,1828
ARM_AMDOpteronA57_A1120_DDR41866_2GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,4,8,2,DDR4,1866,4,2000,1122
ARM_AMDOpteronA57_A1120_DDR41866_3GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,4,8,3,DDR4,1866,4,2000,1122
ARM_AMDOpteronA57_A1120_DDR41866_4GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,4,8,4,DDR4,1866,4,2000,1122
ARM_AMDOpteronA57_A1120_DDR41866_6GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,4,8,6,DDR4,1866,4,2000,1122
ARM_AMDOpteronA57_A1120_DDR41866_7GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,4,8,7,DDR4,1866,4,2000,1122
ARM_AMDOpteronA57_A1150_DDR41866_2GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,2,DDR4,1866,8,2000,1122
ARM_AMDOpteronA57_A1150_DDR41866_3GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,3,DDR4,1866,8,2000,1122
ARM_AMDOpteronA57_A1150_DDR41866_4GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,4,DDR4,1866,8,2000,1122
ARM_AMDOpteronA57_A1150_DDR41866_6GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,6,DDR4,1866,8,2000,1122
ARM_AMDOpteronA57_A1150_DDR41866_7GB,1.7,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,7,DDR4,1866,8,2000,1122
ARM_AMDOpteronA57_A1170_DDR41866_2GB,2,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,2,DDR4,1866,8,2000,982
ARM_AMDOpteronA57_A1170_DDR41866_3GB,2,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,3,DDR4,1866,8,2000,982
ARM_AMDOpteronA57_A1170_DDR41866_4GB,2,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,4,DDR4,1866,8,2000,982
ARM_AMDOpteronA57_A1170_DDR41866_6GB,2,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,6,DDR4,1866,8,2000,982
ARM_AMDOpteronA57_A1170_DDR41866_7GB,2,ARM,8,64,1,32,8,64,1,1024,16,64,8,8,7,DDR4,1866,8,2000,982
ARM_QcomSnpS4_MSM8227_LPDDR2400_2GB,1,ARM,8,64,1,4,8,64,1,16,16,64,2,1,2,LPDDR2,400,2,3000,3856
ARM_QcomSnpS4_MSM8227_LPDDR2400_3GB,1,ARM,8,64,1,4,8,64,1,16,16,64,2,1,3,LPDDR2,400,2,3000,3856
ARM_QcomSnpS4_MSM8227_LPDDR2400_4GB,1,ARM,8,64,1,4,8,64,1,16,16,64,2,1,4,LPDDR2,400,2,3000,3856
ARM_QcomSnpS4_MSM8227_LPDDR2400_6GB,1,ARM,8,64,1,4,8,64,1,16,16,64,2,1,6,LPDDR2,400,2,3000,3856
ARM_QcomSnpS4_MSM8227_LPDDR2400_7GB,1,ARM,8,64,1,4,8,64,1,16,16,64,2,1,7,LPDDR2,400,2,3000,3856
ARM_QcomSnpS4_APQ8030_LPDDR2533_2GB,1.2,ARM,8,64,1,4,8,64,1,16,16,64,2,1,2,LPDDR2,533,2,3000,3276
ARM_QcomSnpS4_APQ8030_LPDDR2533_3GB,1.2,ARM,8,64,1,4,8,64,1,16,16,64,2,1,3,LPDDR2,533,2,3000,3276
ARM_QcomSnpS4_APQ8030_LPDDR2533_4GB,1.2,ARM,8,64,1,4,8,64,1,16,16,64,2,1,4,LPDDR2,533,2,3000,3276
ARM_QcomSnpS4_APQ8030_LPDDR2533_6GB,1.2,ARM,8,64,1,4,8,64,1,16,16,64,2,1,6,LPDDR2,533,2,3000,3276
ARM_QcomSnpS4_APQ8030_LPDDR2533_7GB,1.2,ARM,8,64,1,4,8,64,1,16,16,64,2,1,7,LPDDR2,533,2,3000,3276
ARM_QcomSnpS4_APQ8060A_LPDDR2533_2GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,2,1,2,LPDDR2,533,2,3000,2713
ARM_QcomSnpS4_APQ8060A_LPDDR2533_3GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,2,1,3,LPDDR2,533,2,3000,2713
ARM_QcomSnpS4_APQ8060A_LPDDR2533_4GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,2,1,4,LPDDR2,533,2,3000,2713
ARM_QcomSnpS4_APQ8060A_LPDDR2533_6GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,2,1,6,LPDDR2,533,2,3000,2713
ARM_QcomSnpS4_APQ8060A_LPDDR2533_7GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,2,1,7,LPDDR2,533,2,3000,2713
ARM_QcomSnpS4_MSM8960T_LPDDR2533_2GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,2,1,2,LPDDR2,533,2,3000,2430
ARM_QcomSnpS4_MSM8960T_LPDDR2533_3GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,2,1,3,LPDDR2,533,2,3000,2430
ARM_QcomSnpS4_MSM8960T_LPDDR2533_4GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,2,1,4,LPDDR2,533,2,3000,2430
ARM_QcomSnpS4_MSM8960T_LPDDR2533_6GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,2,1,6,LPDDR2,533,2,3000,2430
ARM_QcomSnpS4_MSM8960T_LPDDR2533_7GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,2,1,7,LPDDR2,533,2,3000,2430
ARM_QcomSnpS4_APQ8064_LPDDR2533_2GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,4,2,2,LPDDR2,533,4,3000,2713
ARM_QcomSnpS4_APQ8064_LPDDR2533_3GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,4,2,3,LPDDR2,533,4,3000,2713
ARM_QcomSnpS4_APQ8064_LPDDR2533_4GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR2,533,4,3000,2713
ARM_QcomSnpS4_APQ8064_LPDDR2533_6GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR2,533,4,3000,2713
ARM_QcomSnpS4_APQ8064_LPDDR2533_7GB,1.5,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR2,533,4,3000,2713
ARM_QcomSnpS4_APQ8064M_LPDDR2533_2GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,2,LPDDR2,533,4,3000,2430
ARM_QcomSnpS4_APQ8064M_LPDDR2533_3GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,3,LPDDR2,533,4,3000,2430
ARM_QcomSnpS4_APQ8064M_LPDDR2533_4GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR2,533,4,3000,2430
ARM_QcomSnpS4_APQ8064M_LPDDR2533_6GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR2,533,4,3000,2430
ARM_QcomSnpS4_APQ8064M_LPDDR2533_7GB,1.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR2,533,4,3000,2430
ARM_QcomSnpS4_APQ8064AB_LPDDR2667_2GB,1.9,ARM,8,64,1,4,8,64,1,16,16,64,4,2,2,LPDDR2,667,4,3000,2218
ARM_QcomSnpS4_APQ8064AB_LPDDR2667_3GB,1.9,ARM,8,64,1,4,8,64,1,16,16,64,4,2,3,LPDDR2,667,4,3000,2218
ARM_QcomSnpS4_APQ8064AB_LPDDR2667_4GB,1.9,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR2,667,4,3000,2218
ARM_QcomSnpS4_APQ8064AB_LPDDR2667_6GB,1.9,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR2,667,4,3000,2218
ARM_QcomSnpS4_APQ8064AB_LPDDR2667_7GB,1.9,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR2,667,4,3000,2218
ARM_QcomSnpS4_APQ8074AA_LPDDR2800_2GB,2.26,ARM,8,64,1,4,8,64,1,16,16,64,4,2,2,LPDDR2,800,4,3000,1935
ARM_QcomSnpS4_APQ8074AA_LPDDR2800_3GB,2.26,ARM,8,64,1,4,8,64,1,16,16,64,4,2,3,LPDDR2,800,4,3000,1935
ARM_QcomSnpS4_APQ8074AA_LPDDR2800_4GB,2.26,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR2,800,4,3000,1935
ARM_QcomSnpS4_APQ8074AA_LPDDR2800_6GB,2.26,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR2,800,4,3000,1935
ARM_QcomSnpS4_APQ8074AA_LPDDR2800_7GB,2.26,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR2,800,4,3000,1935
ARM_QcomSnpS4_APQ8074AB_LPDDR2933_2GB,2.36,ARM,8,64,1,4,8,64,1,16,16,64,4,2,2,LPDDR2,933,4,3000,1867
ARM_QcomSnpS4_APQ8074AB_LPDDR2933_3GB,2.36,ARM,8,64,1,4,8,64,1,16,16,64,4,2,3,LPDDR2,933,4,3000,1867
ARM_QcomSnpS4_APQ8074AB_LPDDR2933_4GB,2.36,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR2,933,4,3000,1867
ARM_QcomSnpS4_APQ8074AB_LPDDR2933_6GB,2.36,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR2,933,4,3000,1867
ARM_QcomSnpS4_APQ8074AB_LPDDR2933_7GB,2.36,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR2,933,4,3000,1867
ARM_QcomSnpS4_APQ8084_LPDDR2800_2GB,2.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,2,LPDDR2,800,4,3000,1687
ARM_QcomSnpS4_APQ8084_LPDDR2800_3GB,2.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,3,LPDDR2,800,4,3000,1687
ARM_QcomSnpS4_APQ8084_LPDDR2800_4GB,2.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR2,800,4,3000,1687
ARM_QcomSnpS4_APQ8084_LPDDR2800_6GB,2.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR2,800,4,3000,1687
ARM_QcomSnpS4_APQ8084_LPDDR2800_7GB,2.7,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR2,800,4,3000,1687
ARM_QcomSnpS4_MSM8992_LPDDR2933_2GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,2,LPDDR2,933,6,3000,2191
ARM_QcomSnpS4_MSM8992_LPDDR2933_3GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,3,LPDDR2,933,6,3000,2191
ARM_QcomSnpS4_MSM8992_LPDDR2933_4GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,4,LPDDR2,933,6,3000,2191
ARM_QcomSnpS4_MSM8992_LPDDR2933_6GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,6,LPDDR2,933,6,3000,2191
ARM_QcomSnpS4_MSM8992_LPDDR2933_7GB,1.5,ARM,8,64,1,64,8,64,1,128,12,64,6,3,7,LPDDR2,933,6,3000,2191
ARM_QcomSnpS4_MSM8994_LPDDR31600_2GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,2,LPDDR3,1600,8,3000,1845
ARM_QcomSnpS4_MSM8994_LPDDR31600_3GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,3,LPDDR3,1600,8,3000,1845
ARM_QcomSnpS4_MSM8994_LPDDR31600_4GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,4,LPDDR3,1600,8,3000,1845
ARM_QcomSnpS4_MSM8994_LPDDR31600_6GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,6,LPDDR3,1600,8,3000,1845
ARM_QcomSnpS4_MSM8994_LPDDR31600_7GB,1.75,ARM,8,64,1,64,8,64,1,128,12,64,8,3,7,LPDDR3,1600,8,3000,1845
ARM_QcomSnpS4_MSM8996_LPDDR31866_2GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,2,LPDDR3,1866,4,3000,2282
ARM_QcomSnpS4_MSM8996_LPDDR31866_3GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,3,LPDDR3,1866,4,3000,2282
ARM_QcomSnpS4_MSM8996_LPDDR31866_4GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,4,LPDDR3,1866,4,3000,2282
ARM_QcomSnpS4_MSM8996_LPDDR31866_6GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,6,LPDDR3,1866,4,3000,2282
ARM_QcomSnpS4_MSM8996_LPDDR31866_7GB,1.75,ARM,8,64,1,4,8,64,1,16,16,64,4,2,7,LPDDR3,1866,4,3000,2282
ARM_AppleA10_APL1W24_LPDDR31600_2GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,2,LPDDR3,1600,4,3000,1313
ARM_AppleA10_APL1W24_LPDDR31600_3GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,3,LPDDR3,1600,4,3000,1313
ARM_AppleA10_APL1W24_LPDDR31600_4GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,4,LPDDR3,1600,4,3000,1313
ARM_AppleA10_APL1W24_LPDDR31600_6GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,6,LPDDR3,1600,4,3000,1313
ARM_AppleA10_APL1W24_LPDDR31600_7GB,2.34,ARM,8,64,1,64,8,64,1,1024,16,64,4,4,7,LPDDR3,1600,4,3000,1313
ARM_AppleA9_APL0898_LPDDR31600_2GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,2,LPDDR3,1600,2,3000,1578
ARM_AppleA9_APL0898_LPDDR31600_3GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,3,LPDDR3,1600,2,3000,1578
ARM_AppleA9_APL0898_LPDDR31600_4GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,4,LPDDR3,1600,2,3000,1578
ARM_AppleA9_APL0898_LPDDR31600_6GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,6,LPDDR3,1600,2,3000,1578
ARM_AppleA9_APL0898_LPDDR31600_7GB,1.85,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,7,LPDDR3,1600,2,3000,1578
ARM_AppleA8X_APL1012_LPDDR31600_2GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,2,LPDDR3,1600,3,3000,1879
ARM_AppleA8X_APL1012_LPDDR31600_3GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,3,LPDDR3,1600,3,3000,1879
ARM_AppleA8X_APL1012_LPDDR31600_4GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,4,LPDDR3,1600,3,3000,1879
ARM_AppleA8X_APL1012_LPDDR31600_6GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,6,LPDDR3,1600,3,3000,1879
ARM_AppleA8X_APL1012_LPDDR31600_7GB,1.5,ARM,8,64,1,64,8,64,1,1024,16,64,3,4,7,LPDDR3,1600,3,3000,1879
ARM_AppleA8_APL1011_LPDDR31600_2GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,2,LPDDR3,1600,2,3000,2425
ARM_AppleA8_APL1011_LPDDR31600_3GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,3,LPDDR3,1600,2,3000,2425
ARM_AppleA8_APL1011_LPDDR31600_4GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,4,LPDDR3,1600,2,3000,2425
ARM_AppleA8_APL1011_LPDDR31600_6GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,6,LPDDR3,1600,2,3000,2425
ARM_AppleA8_APL1011_LPDDR31600_7GB,1.1,ARM,8,64,1,64,8,64,1,1024,16,64,2,4,7,LPDDR3,1600,2,3000,2425
ARM_AppleA7_APL0698_LPDDR31600_2GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,2,LPDDR3,1600,2,3000,2104
ARM_AppleA7_APL0698_LPDDR31600_3GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,3,LPDDR3,1600,2,3000,2104
ARM_AppleA7_APL0698_LPDDR31600_4GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,4,LPDDR3,1600,2,3000,2104
ARM_AppleA7_APL0698_LPDDR31600_6GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,6,LPDDR3,1600,2,3000,2104
ARM_AppleA7_APL0698_LPDDR31600_7GB,1.3,ARM,8,64,1,64,8,64,1,512,16,64,2,4,7,LPDDR3,1600,2,3000,2104
ARM_AppleA6_APL0598_LPDDR21066_2GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,2,LPDDR2,1066,2,3000,2213
ARM_AppleA6_APL0598_LPDDR21066_3GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,3,LPDDR2,1066,2,3000,2213
ARM_AppleA6_APL0598_LPDDR21066_4GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,4,LPDDR2,1066,2,3000,2213
ARM_AppleA6_APL0598_LPDDR21066_6GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,6,LPDDR2,1066,2,3000,2213
ARM_AppleA6_APL0598_LPDDR21066_7GB,1.3,ARM,8,64,1,32,8,64,1,512,16,64,2,1,7,LPDDR2,1066,2,3000,2213
ARM_AppleA5_APL7498_LPDDR2800_2GB,1,ARM,8,64,1,32,8,64,1,1024,16,64,1,1,2,LPDDR2,800,1,3000,2747
ARM_AppleA5_APL7498_LPDDR2800_3GB,1,ARM,8,64,1,32,8,64,1,1024,16,64,1,1,3,LPDDR2,800,1,3000,2747
ARM_AppleA5_APL7498_LPDDR2800_4GB,1,ARM,8,64,1,32,8,64,1,1024,16,64,1,1,4,LPDDR2,800,1,3000,2747
